name,series,tier,price,exterior,platform,float,stattrak,next_tier,K,avg_out_next,best_exterior,value_per_item,buy_cost,margin,profit_ratio
M4A1-S | Blood Tiger,CSGO Weapon Case 2,Mil-Spec,67.89,FN,BUFF,,False,Restricted,10.0,101.0675,崭新,10.10675,67.89,-57.78325,-0.851130505229047
AK-47 | Elite Build,Chroma 2 Case,Mil-Spec,61.38,FN,BUFF,,False,Restricted,10.0,25.522499999999997,崭新,2.55225,61.38,-58.82775,-0.9584188660801564
Five-SeveN | Copper Galaxy,CSGO Weapon Case 3,Restricted,84.74,FN,YOUPIN,,False,Classified,10.0,251.3,崭新,25.130000000000003,84.74,-59.60999999999999,-0.7034458343167335
P90 | Shallow Grave,Glove Case,Classified,609.0,FN,BUFF,,False,Covert,10.0,5487.6849999999995,崭新,548.7684999999999,609.0,-60.231500000000096,-0.09890229885057487
AUG | Syd Mead,Gamma 2 Case,Classified,252.0,FN,BUFF,,False,Covert,10.0,1876.7,崭新,187.67000000000002,252.0,-64.32999999999998,-0.2552777777777777
USP-S | Lead Conduit,Operation Wildfire Case,Mil-Spec,79.97,FN,BUFF,,False,Restricted,10.0,131.07750000000001,崭新,13.107750000000001,79.97,-66.86225,-0.8360916593722646
AWP | Exoskeleton,Operation Broken Fang Case,Restricted,205.0,FN,BUFF,,False,Classified,10.0,1377.6666666666667,崭新,137.76666666666668,205.0,-67.23333333333332,-0.32796747967479667
PP-Bizon | Cobalt Halftone,Winter Offensive Weapon Case,Mil-Spec,80.0,FN,YOUPIN,,False,Restricted,10.0,78.45,崭新,7.845000000000001,80.0,-72.155,-0.9019375000000001
Desert Eagle | Naga,Chroma Case,Restricted,126.0,FN,BUFF,,False,Classified,10.0,489.73,崭新,48.973,126.0,-77.027,-0.6113253968253969
FAMAS | Valence,Operation Wildfire Case,Restricted,124.5,FN,YOUPIN,,False,Classified,10.0,467.1933333333333,崭新,46.71933333333333,124.5,-77.78066666666666,-0.6247443105756358
MAC-10 | Toybox,Operation Riptide Case,Classified,534.5,FN,C5,,False,Covert,10.0,4484.5,崭新,448.45,534.5,-86.05000000000001,-0.16099158091674465
M4A4 | Tooth Fairy,Fracture Case,Classified,137.44,FN,BUFF,,False,Covert,10.0,494.895,崭新,49.4895,137.44,-87.9505,-0.6399192374854482
AK-47 | Slate,Snakebite Case,Restricted,114.0,FN,BUFF,,False,Classified,10.0,234.63333333333333,崭新,23.46333333333333,114.0,-90.53666666666666,-0.7941812865497075
FAMAS | Roll Cage,Gamma 2 Case,Covert,1233.5,FN,BUFF,,False,Gold,5.0,5697.6245,崭新,1139.5249,1233.5,-93.97510000000011,-0.07618573165788416
Tec-9 | Decimator,Shattered Web Case,Classified,520.89,FN,YOUPIN,,False,Covert,10.0,4255.275,崭新,425.5275,520.89,-95.36250000000001,-0.18307608132235215
Dual Berettas | Marina,Winter Offensive Weapon Case,Restricted,134.5,FN,YOUPIN,,False,Classified,10.0,381.09999999999997,崭新,38.11,134.5,-96.39,-0.7166542750929368
Five-SeveN | Case Hardened,CSGO Weapon Case 2,Restricted,145.0,FN,BUFF,,False,Classified,10.0,479.5,崭新,47.95,145.0,-97.05,-0.6693103448275862
MAC-10 | Neon Rider,Chroma 2 Case,Covert,840.0,FN,BUFF,,False,Gold,5.0,3702.206428571429,崭新,740.4412857142859,840.0,-99.55871428571413,-0.11852227891156444
M4A1-S | Flashback,Glove Case,Restricted,163.0,FN,BUFF,,False,Classified,10.0,597.4666666666667,崭新,59.74666666666667,163.0,-103.25333333333333,-0.6334560327198364
SSG 08 | Turbo Peek,Operation Riptide Case,Classified,554.0,FN,C5,,False,Covert,10.0,4484.5,崭新,448.45,554.0,-105.55000000000001,-0.19052346570397113
P250 | See Ya Later,Spectrum 2 Case,Covert,809.0,FN,BUFF,,False,Gold,5.0,3515.3528,崭新,703.07056,809.0,-105.92944,-0.130938739184178
USP-S | Black Lotus,Operation Riptide Case,Mil-Spec,138.49,FN,BUFF,,False,Restricted,10.0,286.83000000000004,崭新,28.683000000000003,138.49,-109.807,-0.7928875731099718
CZ75-Auto | Crimson Web,CSGO Weapon Case 3,Mil-Spec,128.4,FN,YOUPIN,,False,Restricted,10.0,178.12,崭新,17.812,128.4,-110.58800000000001,-0.8612772585669782
Desert Eagle | Printstream,Fracture Case,Covert,607.79,FN,C5,,False,Gold,5.0,2463.523783783784,崭新,492.7047567567568,607.79,-115.08524324324316,-0.1893503401557169
P250 | Mehndi,Winter Offensive Weapon Case,Classified,246.75,FN,C5,,False,Covert,10.0,1253.8899999999999,崭新,125.38899999999998,246.75,-121.36100000000002,-0.49183789260385014
AK-47 | Blue Laminate,ESports 2013 Winter Case,Restricted,187.64,FN,C5,,False,Classified,10.0,585.4966666666667,崭新,58.54966666666667,187.64,-129.09033333333332,-0.6879680949335607
Desert Eagle | Kumicho Dragon,Operation Wildfire Case,Classified,494.08,FN,HALOSKINS,,False,Covert,10.0,3647.25,崭新,364.725,494.08,-129.35499999999996,-0.2618098283678756
Tec-9 | Fuel Injector,Gamma 2 Case,Classified,322.01,FN,C5,,False,Covert,10.0,1876.7,崭新,187.67000000000002,322.01,-134.33999999999997,-0.4171920126704139
FAMAS | Afterimage,ESports 2013 Winter Case,Classified,324.99,FN,YOUPIN,,False,Covert,10.0,1904.5,崭新,190.45,324.99,-134.54000000000002,-0.4139819686759593
SCAR-20 | Crimson Web,CSGO Weapon Case 2,Mil-Spec,160.21,FN,HALOSKINS,,False,Restricted,10.0,101.0675,崭新,10.10675,160.21,-150.10325,-0.9369156107608764
M4A1-S | Briefing,Operation Hydra Case,Mil-Spec,207.5,FN,C5,,False,Restricted,10.0,501.0,崭新,50.1,207.5,-157.4,-0.7585542168674699
M4A1-S | Leaded Glass,Spectrum 2 Case,Classified,333.0,FN,C5,,False,Covert,10.0,1724.0,崭新,172.4,333.0,-160.6,-0.48228228228228226
Glock-18 | Blue Fissure,CSGO Weapon Case 3,Mil-Spec,182.0,FN,YOUPIN,,False,Restricted,10.0,178.12,崭新,17.812,182.0,-164.188,-0.9021318681318681
Desert Eagle | Directive,Gamma 2 Case,Restricted,193.0,FN,BUFF,,False,Classified,10.0,269.1666666666667,崭新,26.916666666666668,193.0,-166.08333333333334,-0.8605354058721935
P2000 | Corticera,ESports 2014 Summer Case,Classified,555.55,FN,YOUPIN,,False,Covert,10.0,3808.0,崭新,380.8,555.55,-174.74999999999994,-0.31455314553145525
M4A1-S | Basilisk,Operation Vanguard Weapon Case,Restricted,194.5,FN,YOUPIN,,False,Classified,10.0,177.29333333333332,崭新,17.729333333333333,194.5,-176.77066666666667,-0.908846615252785
AWP | Man-o'-war,Chroma Case,Covert,791.0,MW,C5,,False,Gold,5.0,3055.0,略磨,611.0,791.0,-180.0,-0.22756005056890014
AUG | Bengal Tiger,ESports 2014 Summer Case,Classified,565.0,FN,YOUPIN,,False,Covert,10.0,3808.0,崭新,380.8,565.0,-184.2,-0.32601769911504425
CZ75-Auto | The Fuschia Is Now,CSGO Weapon Case 3,Classified,247.0,FN,YOUPIN,,False,Covert,10.0,610.0,崭新,61.0,247.0,-186.0,-0.7530364372469636
Galil AR | Orange DDPAT,ESports 2013 Case,Restricted,579.99,FN,BUFF,,False,Classified,10.0,3854.0,崭新,385.4,579.99,-194.59000000000003,-0.33550578458249286
P250 | Undertow,CSGO Weapon Case 3,Classified,255.6,FN,YOUPIN,,False,Covert,10.0,610.0,崭新,61.0,255.6,-194.6,-0.7613458528951487
USP-S | Stainless,CSGO Weapon Case 3,Mil-Spec,226.0,FN,YOUPIN,,False,Restricted,10.0,178.12,崭新,17.812,226.0,-208.188,-0.9211858407079645
Nova | Bloomstick,ESports 2014 Summer Case,Classified,598.0,FN,C5,,False,Covert,10.0,3808.0,崭新,380.8,598.0,-217.2,-0.3632107023411371
USP-S | Blueprint,Operation Hydra Case,Mil-Spec,272.5,FN,YOUPIN,,False,Restricted,10.0,501.0,崭新,50.1,272.5,-222.4,-0.8161467889908257
AWP | Elite Build,Operation Wildfire Case,Classified,587.5,FN,C5,,False,Covert,10.0,3647.25,崭新,364.725,587.5,-222.77499999999998,-0.3791914893617021
Galil AR | Chromatic Aberration,Snakebite Case,Classified,380.0,FN,BUFF,,False,Covert,10.0,1486.495,崭新,148.6495,380.0,-231.3505,-0.6088171052631579
M4A1-S | Guardian,Winter Offensive Weapon Case,Classified,375.55,FN,C5,,False,Covert,10.0,1253.8899999999999,崭新,125.38899999999998,375.55,-250.16100000000003,-0.6661190254293703
M4A4 | Faded Zebra,ESports 2013 Case,Mil-Spec,308.0,FN,YOUPIN,,False,Restricted,10.0,555.1966666666667,崭新,55.51966666666667,308.0,-252.48033333333333,-0.819741341991342
Galil AR | Eco,Chroma 2 Case,Classified,499.5,MW,C5,,False,Covert,10.0,2409.5,略磨,240.95,499.5,-258.55,-0.5176176176176176
MAC-10 | Ultraviolet,ESports 2014 Summer Case,Mil-Spec,293.0,FN,YOUPIN,,False,Restricted,10.0,325.272,崭新,32.5272,293.0,-260.4728,-0.8889856655290103
Sawed-Off | Orange DDPAT,ESports 2013 Case,Restricted,649.5,FN,YOUPIN,,False,Classified,10.0,3854.0,崭新,385.4,649.5,-264.1,-0.40662047729022327
SG 553 | Ultraviolet,CSGO Weapon Case,Mil-Spec,346.0,FN,BUFF,,False,Restricted,10.0,793.1999999999999,崭新,79.32,346.0,-266.68,-0.7707514450867052
Glock-18 | Royal Legion,Operation Wildfire Case,Restricted,320.42,FN,HALOSKINS,,False,Classified,10.0,467.1933333333333,崭新,46.71933333333333,320.42,-273.7006666666667,-0.8541934544244013
AK-47 | Head Shot,Revolution Case,Covert,830.0,FN,BUFF,,False,Gold,5.0,2665.0,崭新,533.0,830.0,-297.0,-0.3578313253012048
P90 | Cold Blooded,CSGO Weapon Case 2,Classified,420.0,FN,YOUPIN,,False,Covert,10.0,1115.0,崭新,111.5,420.0,-308.5,-0.7345238095238096
M4A4 | Temukau,Revolution Case,Covert,855.0,FN,YOUPIN,,False,Gold,5.0,2665.0,崭新,533.0,855.0,-322.0,-0.37660818713450295
M4A1-S | Decimator,Spectrum Case,Classified,465.0,FN,BUFF,,False,Covert,10.0,1383.5,崭新,138.35,465.0,-326.65,-0.7024731182795698
MAC-10 | Stalker,Shattered Web Case,Covert,811.5,FN,YOUPIN,,False,Gold,5.0,2283.260909090909,崭新,456.6521818181818,811.5,-354.8478181818182,-0.4372739595586176
M4A1-S | Nightmare,Horizon Case,Classified,530.0,FN,C5,,False,Covert,10.0,1700.25,崭新,170.025,530.0,-359.975,-0.6791981132075472
AWP | Redline,Winter Offensive Weapon Case,Classified,521.0,MW,YOUPIN,,False,Covert,10.0,1253.8899999999999,略磨,125.38899999999998,521.0,-395.611,-0.7593301343570057
M4A4 | Griffin,Operation Vanguard Weapon Case,Restricted,423.5,FN,YOUPIN,,False,Classified,10.0,177.29333333333332,崭新,17.729333333333333,423.5,-405.77066666666667,-0.9581361668634396
AK-47 | Rat Rod,Shattered Web Case,Restricted,478.88,FN,BUFF,,False,Classified,10.0,642.5966666666667,崭新,64.25966666666667,478.88,-414.6203333333333,-0.8658125904889186
USP-S | Serum,CSGO Weapon Case 2,Classified,539.0,FN,YOUPIN,,False,Covert,10.0,1115.0,崭新,111.5,539.0,-427.5,-0.7931354359925789
Five-SeveN | Fairy Tale,Operation Broken Fang Case,Classified,865.0,FN,BUFF,,False,Covert,10.0,3971.475,崭新,397.1475,865.0,-467.8525,-0.5408699421965318
USP-S | Dark Water,CSGO Weapon Case,Restricted,682.5,MW,BUFF,,False,Classified,10.0,2061.25,略磨,206.125,682.5,-476.375,-0.697985347985348
USP-S | Monster Mashup,Operation Broken Fang Case,Classified,880.0,FN,BUFF,,False,Covert,10.0,3971.475,崭新,397.1475,880.0,-482.8525,-0.5486960227272728
Desert Eagle | Cobalt Disruption,ESports 2013 Winter Case,Classified,701.5,FN,YOUPIN,,False,Covert,10.0,1904.5,崭新,190.45,701.5,-511.05,-0.7285103349964362
Desert Eagle | Heirloom,CSGO Weapon Case 3,Restricted,536.38,FN,HALOSKINS,,False,Classified,10.0,251.3,崭新,25.130000000000003,536.38,-511.25,-0.953148886983109
M4A1-S | Dark Water,CSGO Weapon Case,Restricted,718.32,MW,C5,,False,Classified,10.0,2061.25,略磨,206.125,718.32,-512.195,-0.713045717785945
Galil AR | Chatterbox,Chroma Case,Covert,1130.0,FT,YOUPIN,,False,Gold,5.0,3055.0,久经,611.0,1130.0,-519.0,-0.4592920353982301
AK-47 | Nightwish,Dreams & Nightmares Case,Covert,1340.0,FN,YOUPIN,,False,Gold,5.0,4090.1111111111113,崭新,818.0222222222222,1340.0,-521.9777777777778,-0.3895356550580431
SSG 08 | Bloodshot,Shattered Web Case,Classified,959.9,MW,C5,,False,Covert,10.0,4255.275,略磨,425.5275,959.9,-534.3725,-0.5566960100010417
AWP | Electric Hive,ESports 2013 Winter Case,Classified,730.0,FN,C5,,False,Covert,10.0,1904.5,崭新,190.45,730.0,-539.55,-0.7391095890410958
M4A4 | 龍王 (Dragon King),Chroma Case,Classified,644.5,FN,YOUPIN,,False,Covert,10.0,960.5,崭新,96.05,644.5,-548.45,-0.8509697439875874
M4A4 | Desolate Space,Gamma Case,Classified,749.49,FN,C5,,False,Covert,10.0,1869.0,崭新,186.9,749.49,-562.59,-0.7506304286915103
AK-47 | Cartel,Chroma Case,Classified,679.9,FN,YOUPIN,,False,Covert,10.0,960.5,崭新,96.05,679.9,-583.85,-0.8587292248860127
AWP | Hyper Beast,Falchion Case,Covert,1260.0,FN,YOUPIN,,False,Gold,5.0,3370.1541666666667,崭新,674.0308333333334,1260.0,-585.9691666666666,-0.46505489417989415
Desert Eagle | Hypnotic,CSGO Weapon Case,Classified,982.5,FN,YOUPIN,,False,Covert,10.0,3880.0,崭新,388.0,982.5,-594.5,-0.605089058524173
Glock-18 | Wasteland Rebel,Gamma Case,Covert,1250.0,FN,BUFF,,False,Gold,5.0,2650.9166666666665,崭新,530.1833333333333,1250.0,-719.8166666666667,-0.5758533333333333
Glock-18 | Dragon Tattoo,CSGO Weapon Case,Restricted,978.78,FN,C5,,False,Classified,10.0,2061.25,崭新,206.125,978.78,-772.655,-0.7894061995545475
M4A4 | The Battlestar,Operation Wildfire Case,Covert,1370.0,FN,BUFF,,False,Gold,5.0,2654.315,崭新,530.863,1370.0,-839.137,-0.6125087591240875
USP-S | Neo-Noir,Spectrum Case,Covert,1099.0,FN,BUFF,,False,Gold,5.0,809.0,崭新,161.8,1099.0,-937.2,-0.8527752502274796
M4A4 | Spider Lily,Operation Riptide Case,Restricted,1050.0,FN,BUFF,,False,Classified,10.0,1082.8333333333333,崭新,108.28333333333333,1050.0,-941.7166666666667,-0.8968730158730159
Desert Eagle | Code Red,Horizon Case,Covert,1495.0,FN,C5,,False,Gold,5.0,2752.5946153846153,崭新,550.5189230769231,1495.0,-944.4810769230769,-0.631759917674299
AK-47 | Aquamarine Revenge,Falchion Case,Covert,1739.99,FN,YOUPIN,,False,Gold,5.0,3370.1541666666667,崭新,674.0308333333334,1739.99,-1065.9591666666665,-0.6126237315540127
Glock-18 | Neo-Noir,Operation Broken Fang Case,Covert,2925.45,FN,BUFF,,False,Gold,5.0,9064.60347826087,崭新,1812.920695652174,2925.45,-1112.529304347826,-0.3802933922466034
Desert Eagle | Crimson Web,ESports 2014 Summer Case,Restricted,1268.0,FN,BUFF,,False,Classified,10.0,917.1375,崭新,91.71375,1268.0,-1176.28625,-0.9276705441640379
AK-47 | Frontside Misty,Shadow Case,Classified,1499.5,FN,YOUPIN,,False,Covert,10.0,2649.25,崭新,264.925,1499.5,-1234.575,-0.8233244414804936
AK-47 | Neon Rider,Horizon Case,Covert,1905.5,FN,YOUPIN,,False,Gold,5.0,2752.5946153846153,崭新,550.5189230769231,1905.5,-1354.981076923077,-0.7110895181963143
AK-47 | Neon Revolution,Gamma 2 Case,Covert,2519.9,FN,C5,,False,Gold,5.0,5697.6245,崭新,1139.5249,2519.9,-1380.3751000000002,-0.547789634509306
AK-47 | Bloodsport,Spectrum Case,Covert,1668.0,FN,YOUPIN,,False,Gold,5.0,809.0,崭新,161.8,1668.0,-1506.2,-0.9029976019184652
AWP | Corticera,ESports 2014 Summer Case,Classified,1950.0,FN,C5,,False,Covert,10.0,3808.0,崭新,380.8,1950.0,-1569.2,-0.8047179487179488
M4A4 | Buzz Kill,Glove Case,Covert,6988.0,FN,C5,,False,Gold,5.0,26609.833333333332,崭新,5321.966666666666,6988.0,-1666.0333333333338,-0.2384134707116963
AK-47 | Redline,Operation Phoenix Weapon Case,Classified,1770.0,MW,C5,,False,Covert,10.0,665.95,略磨,66.595,1770.0,-1703.405,-0.9623757062146893
Glock-18 | Snack Attack,Operation Riptide Case,Classified,2160.0,FN,YOUPIN,,False,Covert,10.0,4484.5,崭新,448.45,2160.0,-1711.55,-0.7923842592592593
AK-47 | The Empress,Spectrum 2 Case,Covert,2639.0,FN,BUFF,,False,Gold,5.0,3515.3528,崭新,703.07056,2639.0,-1935.9294399999999,-0.7335844789693066
M4A1-S | Mecha Industries,Gamma Case,Covert,2488.0,FN,BUFF,,False,Gold,5.0,2650.9166666666665,崭新,530.1833333333333,2488.0,-1957.8166666666666,-0.7869038049303322
M4A4 | Cyber Security,Operation Broken Fang Case,Classified,2388.0,FN,YOUPIN,,False,Covert,10.0,3971.475,崭新,397.1475,2388.0,-1990.8525,-0.8336903266331658
M4A1-S | Golden Coil,Shadow Case,Covert,2533.0,FN,YOUPIN,,False,Gold,5.0,1349.5216666666668,崭新,269.90433333333334,2533.0,-2263.0956666666666,-0.8934447953678115
USP-S | Kill Confirmed,Shadow Case,Covert,2765.5,FN,C5,,False,Gold,5.0,1349.5216666666668,崭新,269.90433333333334,2765.5,-2495.5956666666666,-0.9024030615319713
AK-47 | Asiimov,Danger Zone Case,Covert,3117.0,FN,BUFF,,False,Gold,5.0,2776.1866666666665,崭新,555.2373333333333,3117.0,-2561.7626666666665,-0.821868035504224
AK-47 | Case Hardened,CSGO Weapon Case,Classified,3140.0,FN,YOUPIN,,False,Covert,10.0,3880.0,崭新,388.0,3140.0,-2752.0,-0.8764331210191083
AWP | Lightning Strike,CSGO Weapon Case,Covert,3880.0,FN,YOUPIN,,False,Gold,5.0,5096.532291666666,崭新,1019.3064583333332,3880.0,-2860.6935416666665,-0.7372921499140893
AK-47 | Wasteland Rebel,Operation Vanguard Weapon Case,Covert,3870.0,FN,YOUPIN,,False,Gold,5.0,4689.0,崭新,937.8,3870.0,-2932.2,-0.7576744186046511
Desert Eagle | Ocean Drive,Operation Riptide Case,Covert,3254.0,FN,C5,,False,Gold,5.0,1152.7425,崭新,230.54850000000002,3254.0,-3023.4515,-0.929149200983405
AK-47 | Red Laminate,ESports 2013 Case,Classified,3150.0,FN,YOUPIN,,False,Covert,10.0,700.0,崭新,70.0,3150.0,-3080.0,-0.9777777777777777
M4A1-S | Printstream,Operation Broken Fang Case,Covert,5017.5,FN,YOUPIN,,False,Gold,5.0,9064.60347826087,崭新,1812.920695652174,5017.5,-3204.579304347826,-0.6386804791923919
M4A1-S | Hyper Beast,Chroma 2 Case,Covert,3979.0,FN,C5,,False,Gold,5.0,3702.206428571429,崭新,740.4412857142859,3979.0,-3238.558714285714,-0.8139127203532832
AWP | BOOM,ESports 2013 Case,Classified,4558.0,FN,BUFF,,False,Covert,10.0,700.0,崭新,70.0,4558.0,-4488.0,-0.9846423870118473
AK-47 | Vulcan,Huntsman Weapon Case,Covert,5884.0,FN,YOUPIN,,False,Gold,5.0,3314.818333333333,崭新,662.9636666666667,5884.0,-5221.0363333333335,-0.8873277249036936
AK-47 | Fuel Injector,Operation Wildfire Case,Covert,5924.5,FN,YOUPIN,,False,Gold,5.0,2654.315,崭新,530.863,5924.5,-5393.637,-0.9103953076208963
AK-47 | Leet Museo,Operation Riptide Case,Covert,5715.0,FN,YOUPIN,,False,Gold,5.0,1152.7425,崭新,230.54850000000002,5715.0,-5484.4515,-0.9596590551181102
AWP | Containment Breach,Shattered Web Case,Covert,7699.05,FN,C5,,False,Gold,5.0,2283.260909090909,崭新,456.6521818181818,7699.05,-7242.397818181818,-0.9406872040293047
AK-47 | Jaguar,ESports 2014 Summer Case,Covert,4166.0,FN,YOUPIN,,False,Gold,5.0,,崭新,,4166.0,,
AK-47 | Orbit Mk01,Operation Hydra Case,Restricted,759.3,FN,C5,,False,Classified,10.0,,崭新,,759.3,,
AWP | Atheris,Prisma Case,Restricted,115.18,FN,BUFF,,False,Classified,10.0,,崭新,,115.18,,
CZ75-Auto | Victoria,CSGO Weapon Case 3,Covert,610.0,FN,BUFF,,False,Gold,5.0,,崭新,,610.0,,
Dual Berettas | Black Limba,Operation Bravo Case,Mil-Spec,95.0,FN,BUFF,,False,Restricted,10.0,,崭新,,95.0,,
Dual Berettas | Ventilators,Chroma 3 Case,Mil-Spec,3.29,FN,BUFF,,False,Restricted,10.0,,崭新,,3.29,,
FAMAS | Meow 36,Recoil Case,Mil-Spec,4.88,FN,C5,,False,Restricted,10.0,,崭新,,4.88,,
G3SG1 | Demeter,Operation Bravo Case,Mil-Spec,119.99,FN,BUFF,,False,Restricted,10.0,,崭新,,119.99,,
G3SG1 | Orange Crash,Chroma 3 Case,Mil-Spec,3.5,FN,BUFF,,False,Restricted,10.0,,崭新,,3.5,,
Galil AR | Destroyer,Recoil Case,Mil-Spec,2.47,FN,BUFF,,False,Restricted,10.0,,崭新,,2.47,,
Galil AR | Shattered,Operation Bravo Case,Mil-Spec,200.0,FN,YOUPIN,,False,Restricted,10.0,,崭新,,200.0,,
M249 | Aztec,CS20 Case,Restricted,19.8,FN,BUFF,,False,Classified,10.0,,崭新,,19.8,,
M249 | Spectre,Chroma 3 Case,Mil-Spec,3.72,FN,BUFF,,False,Restricted,10.0,,崭新,,3.72,,
M4A1-S | Chantico's Fire,Chroma 3 Case,Covert,3560.0,FN,YOUPIN,,False,Gold,5.0,,崭新,,3560.0,,
M4A4 | Asiimov,Winter Offensive Weapon Case,Covert,1930.0,FT,C5,,False,Gold,5.0,,久经,,1930.0,,
M4A4 | Bullet Rain,ESports 2014 Summer Case,Covert,3450.0,FN,C5,,False,Gold,5.0,,崭新,,3450.0,,
M4A4 | In Living Color,Snakebite Case,Covert,1767.0,FN,YOUPIN,,False,Gold,5.0,,崭新,,1767.0,,
M4A4 | Poly Mag,Recoil Case,Mil-Spec,5.38,FN,BUFF,,False,Restricted,10.0,,崭新,,5.38,,
M4A4 | Royal Paladin,Revolver Case,Covert,3533.5,FN,C5,,False,Gold,5.0,,崭新,,3533.5,,
M4A4 | X-Ray,ESports 2013 Winter Case,Covert,1904.5,FN,C5,,False,Gold,5.0,,崭新,,1904.5,,
MAC-10 | Monkeyflage,Recoil Case,Mil-Spec,4.8,FN,C5,,False,Restricted,10.0,,崭新,,4.8,,
MP7 | Urban Hazard,Operation Breakout Weapon Case,Mil-Spec,5.41,FN,BUFF,,False,Restricted,10.0,,崭新,,5.41,,
MP9 | Bioleak,Chroma 3 Case,Mil-Spec,3.84,FN,C5,,False,Restricted,10.0,,崭新,,3.84,,
Negev | Desert-Strike,Operation Breakout Weapon Case,Mil-Spec,4.48,FN,BUFF,,False,Restricted,10.0,,崭新,,4.48,,
Nova | Tempest,Operation Bravo Case,Mil-Spec,92.99,FN,BUFF,,False,Restricted,10.0,,崭新,,92.99,,
P2000 | Ivory,Operation Breakout Weapon Case,Mil-Spec,9.96,FN,BUFF,,False,Restricted,10.0,,崭新,,9.96,,
P2000 | Oceanic,Chroma 3 Case,Mil-Spec,4.35,FN,BUFF,,False,Restricted,10.0,,崭新,,4.35,,
P2000 | Woodsman,Operation Hydra Case,Restricted,359.2,FN,YOUPIN,,False,Classified,10.0,,崭新,,359.2,,
P250 | Red Rock,Operation Hydra Case,Restricted,384.5,FN,YOUPIN,,False,Classified,10.0,,崭新,,384.5,,
P90 | Desert Warfare,Huntsman Weapon Case,Mil-Spec,39.6,FN,BUFF,,False,Restricted,10.0,,崭新,,39.6,,
PP-Bizon | Judgement of Anubis,Chroma 3 Case,Covert,849.3,FN,BUFF,,False,Gold,5.0,,崭新,,849.3,,
R8 Revolver | Bone Forged,Prisma 2 Case,Mil-Spec,2.58,FN,BUFF,,False,Restricted,10.0,,崭新,,2.58,,
R8 Revolver | Fade,Revolver Case,Covert,576.5,FN,YOUPIN,,False,Gold,5.0,,崭新,,576.5,,
SG 553 | Atlas,Chroma 3 Case,Mil-Spec,5.7,FN,BUFF,,False,Restricted,10.0,,崭新,,5.7,,
SG 553 | Wave Spray,Operation Bravo Case,Mil-Spec,130.0,FN,BUFF,,False,Restricted,10.0,,崭新,,130.0,,
SSG 08 | Abyss,Operation Breakout Weapon Case,Mil-Spec,25.56,FN,YOUPIN,,False,Restricted,10.0,,崭新,,25.56,,
Sawed-Off | The Kraken,Winter Offensive Weapon Case,Covert,577.78,FN,C5,,False,Gold,5.0,,崭新,,577.78,,
Tec-9 | Isaac,Huntsman Weapon Case,Mil-Spec,101.99,FN,BUFF,,False,Restricted,10.0,,崭新,,101.99,,
UMP-45 | Bone Pile,Operation Bravo Case,Mil-Spec,111.0,FN,C5,,False,Restricted,10.0,,崭新,,111.0,,
USP-S | The Traitor,Snakebite Case,Covert,1205.99,FN,BUFF,,False,Gold,5.0,,崭新,,1205.99,,
★ Bayonet | Autotronic,Gamma Case,Gold,4288.0,FN,C5,,False,,,,,,4288.0,,
★ Bayonet | Black Laminate,Gamma Case,Gold,2599.0,FN,YOUPIN,,False,,,,,,2599.0,,
★ Bayonet | Blue Steel,CSGO Weapon Case,Gold,3200.0,FN,YOUPIN,,False,,,,,,3200.0,,
★ Bayonet | Boreal Forest,CSGO Weapon Case,Gold,4379.12,FN,STEAM,,False,,,,,,4379.12,,
★ Bayonet | Bright Water,Gamma Case,Gold,1300.0,FN,YOUPIN,,False,,,,,,1300.0,,
★ Bayonet | Case Hardened,CSGO Weapon Case,Gold,4888.88,FN,BUFF,,False,,,,,,4888.88,,
★ Bayonet | Crimson Web,CSGO Weapon Case,Gold,15000.0,FN,YOUPIN,,False,,,,,,15000.0,,
★ Bayonet | Damascus Steel,Chroma 2 Case,Gold,1467.5,FN,YOUPIN,,False,,,,,,1467.5,,
★ Bayonet | Doppler,Chroma 2 Case,Gold,2744.0,FN,YOUPIN,,False,,,,,,2744.0,,
★ Bayonet | Fade,CSGO Weapon Case,Gold,2817.5,FN,YOUPIN,,False,,,,,,2817.5,,
★ Bayonet | Forest DDPAT,CSGO Weapon Case,Gold,4000.0,FN,BUFF,,False,,,,,,4000.0,,
★ Bayonet | Freehand,Gamma Case,Gold,1338.5,FN,YOUPIN,,False,,,,,,1338.5,,
★ Bayonet | Gamma Doppler,Gamma 2 Case,Gold,3886.0,FN,YOUPIN,,False,,,,,,3886.0,,
★ Bayonet | Lore,Gamma Case,Gold,3330.0,FN,YOUPIN,,False,,,,,,3330.0,,
★ Bayonet | Marble Fade,Chroma Case,Gold,2666.0,FN,BUFF,,False,,,,,,2666.0,,
★ Bayonet | Night,CSGO Weapon Case,Gold,7000.0,FN,BUFF,,False,,,,,,7000.0,,
★ Bayonet | Rust Coat,Chroma 2 Case,Gold,930.0,WW,BUFF,,False,,,,,,930.0,,
★ Bayonet | Safari Mesh,CSGO Weapon Case,Gold,887.4,MW,YOUPIN,,False,,,,,,887.4,,
★ Bayonet | Scorched,Operation Bravo Case,Gold,1030.0,MW,YOUPIN,,False,,,,,,1030.0,,
★ Bayonet | Slaughter,CSGO Weapon Case,Gold,2650.0,FN,YOUPIN,,False,,,,,,2650.0,,
★ Bayonet | Stained,CSGO Weapon Case,Gold,1590.0,FN,BUFF,,False,,,,,,1590.0,,
