name,series,tier,price,exterior,platform,float,stattrak,next_tier,K,avg_out_next,best_exterior,value_per_item,buy_cost,margin,profit_ratio
★ Moto Gloves | Blood Pressure,Operation Broken Fang Case,Gold,6400.0,FN,YOUPIN,,False,,,,,,6400.0,,
★ Moto Gloves | Boom!,Glove Case,Gold,11000.0,FN,BUFF,,False,,,,,,11000.0,,
★ Moto Gloves | Cool Mint,Glove Case,Gold,29500.0,FN,YOUPIN,,False,,,,,,29500.0,,
★ Moto Gloves | Eclipse,Glove Case,Gold,7777.0,FN,BUFF,,False,,,,,,7777.0,,
★ Moto Gloves | Finish Line,Operation Broken Fang Case,Gold,4800.0,FN,YOUPIN,,False,,,,,,4800.0,,
★ Moto Gloves | POW!,Clutch Case,Gold,6899.0,FN,C5,,False,,,,,,6899.0,,
★ Moto Gloves | Polygon,Clutch Case,Gold,5879.0,FN,BUFF,,False,,,,,,5879.0,,
★ Moto Gloves | Smoke Out,Operation Broken Fang Case,Gold,6222.0,FN,YOUPIN,,False,,,,,,6222.0,,
★ Moto Gloves | Spearmint,Glove Case,Gold,84888.0,FN,YOUPIN,,False,,,,,,84888.0,,
★ Moto Gloves | Transport,Clutch Case,Gold,3294.5,FN,YOUPIN,,False,,,,,,3294.5,,
★ Moto Gloves | Turtle,Clutch Case,Gold,5299.0,FN,YOUPIN,,False,,,,,,5299.0,,
★ Navaja Knife | Blue Steel,Danger Zone Case,Gold,855.0,FN,C5,,False,,,,,,855.0,,
★ Navaja Knife | Boreal Forest,Danger Zone Case,Gold,1415.0,FN,C5,,False,,,,,,1415.0,,
★ Navaja Knife | Case Hardened,Danger Zone Case,Gold,1100.0,FN,BUFF,,False,,,,,,1100.0,,
★ Navaja Knife | Crimson Web,Danger Zone Case,Gold,3600.0,FN,BUFF,,False,,,,,,3600.0,,
★ Navaja Knife | Damascus Steel,Prisma 2 Case,Gold,449.49,FN,YOUPIN,,False,,,,,,449.49,,
★ Navaja Knife | Doppler,Prisma 2 Case,Gold,800.0,FN,YOUPIN,,False,,,,,,800.0,,
★ Navaja Knife | Fade,Danger Zone Case,Gold,749.0,FN,YOUPIN,,False,,,,,,749.0,,
★ Navaja Knife | Forest DDPAT,Danger Zone Case,Gold,781.95,FN,STEAM,,False,,,,,,781.95,,
★ Navaja Knife | Marble Fade,Prisma 2 Case,Gold,620.0,FN,YOUPIN,,False,,,,,,620.0,,
★ Navaja Knife | Night Stripe,Danger Zone Case,Gold,2689.0,FN,C5,,False,,,,,,2689.0,,
★ Navaja Knife | Rust Coat,Prisma 2 Case,Gold,430.0,WW,C5,,False,,,,,,430.0,,
★ Navaja Knife | Safari Mesh,Danger Zone Case,Gold,389.99,MW,YOUPIN,,False,,,,,,389.99,,
★ Navaja Knife | Scorched,Danger Zone Case,Gold,1350.0,FN,BUFF,,False,,,,,,1350.0,,
★ Navaja Knife | Slaughter,Danger Zone Case,Gold,685.0,FN,YOUPIN,,False,,,,,,685.0,,
★ Navaja Knife | Stained,Horizon Case,Gold,797.5,FN,BUFF,,False,,,,,,797.5,,
★ Navaja Knife | Tiger Tooth,Prisma 2 Case,Gold,527.0,FN,YOUPIN,,False,,,,,,527.0,,
★ Navaja Knife | Ultraviolet,Prisma 2 Case,Gold,1423.43,FN,C5,,False,,,,,,1423.43,,
★ Navaja Knife | Urban Masked,Horizon Case,Gold,1616.73,FN,STEAM,,False,,,,,,1616.73,,
★ Nomad Knife | Blue Steel,Shattered Web Case,Gold,1840.0,FN,YOUPIN,,False,,,,,,1840.0,,
★ Nomad Knife | Boreal Forest,Shattered Web Case,Gold,1432.96,FN,STEAM,,False,,,,,,1432.96,,
★ Nomad Knife | Case Hardened,Shattered Web Case,Gold,2600.0,FN,YOUPIN,,False,,,,,,2600.0,,
★ Nomad Knife | Crimson Web,Shattered Web Case,Gold,7898.5,FN,BUFF,,False,,,,,,7898.5,,
★ Nomad Knife | Fade,Shattered Web Case,Gold,2760.0,FN,YOUPIN,,False,,,,,,2760.0,,
★ Nomad Knife | Forest DDPAT,Shattered Web Case,Gold,1400.0,FN,BUFF,,False,,,,,,1400.0,,
★ Nomad Knife | Night Stripe,Shattered Web Case,Gold,1388.0,FN,BUFF,,False,,,,,,1388.0,,
★ Nomad Knife | Safari Mesh,Shattered Web Case,Gold,1166.84,FN,BUFF,,False,,,,,,1166.84,,
★ Nomad Knife | Scorched,Shattered Web Case,Gold,1509.57,FN,STEAM,,False,,,,,,1509.57,,
★ Nomad Knife | Slaughter,Shattered Web Case,Gold,1800.0,FN,YOUPIN,,False,,,,,,1800.0,,
★ Nomad Knife | Stained,Shattered Web Case,Gold,1320.0,FN,YOUPIN,,False,,,,,,1320.0,,
★ Nomad Knife | Urban Masked,Fracture Case,Gold,2245.0,FN,C5,,False,,,,,,2245.0,,
★ Paracord Knife | Blue Steel,Fracture Case,Gold,1300.0,FN,BUFF,,False,,,,,,1300.0,,
★ Paracord Knife | Boreal Forest,Fracture Case,Gold,1537.48,FN,C5,,False,,,,,,1537.48,,
★ Paracord Knife | Case Hardened,Fracture Case,Gold,1868.0,FN,BUFF,,False,,,,,,1868.0,,
★ Paracord Knife | Crimson Web,Fracture Case,Gold,10000.0,FN,BUFF,,False,,,,,,10000.0,,
★ Paracord Knife | Fade,Fracture Case,Gold,1238.5,FN,YOUPIN,,False,,,,,,1238.5,,
★ Paracord Knife | Forest DDPAT,Fracture Case,Gold,864.26,FN,STEAM,,False,,,,,,864.26,,
★ Paracord Knife | Night Stripe,Fracture Case,Gold,2200.0,FN,YOUPIN,,False,,,,,,2200.0,,
★ Paracord Knife | Safari Mesh,Fracture Case,Gold,1050.0,FN,BUFF,,False,,,,,,1050.0,,
★ Paracord Knife | Scorched,Fracture Case,Gold,990.0,FN,BUFF,,False,,,,,,990.0,,
★ Paracord Knife | Slaughter,Fracture Case,Gold,1079.5,FN,BUFF,,False,,,,,,1079.5,,
★ Paracord Knife | Stained,Fracture Case,Gold,750.0,FN,BUFF,,False,,,,,,750.0,,
★ Paracord Knife | Urban Masked,Fracture Case,Gold,1088.0,FN,BUFF,,False,,,,,,1088.0,,
★ Shadow Daggers | Autotronic,Operation Riptide Case,Gold,709.0,FN,YOUPIN,,False,,,,,,709.0,,
★ Shadow Daggers | Black Laminate,Operation Riptide Case,Gold,514.42,FN,YOUPIN,,False,,,,,,514.42,,
★ Shadow Daggers | Blue Steel,Shadow Case,Gold,849.9,FN,YOUPIN,,False,,,,,,849.9,,
★ Shadow Daggers | Boreal Forest,Shadow Case,Gold,799.5,FN,YOUPIN,,False,,,,,,799.5,,
★ Shadow Daggers | Bright Water,Operation Riptide Case,Gold,389.99,FN,YOUPIN,,False,,,,,,389.99,,
★ Shadow Daggers | Case Hardened,Shadow Case,Gold,1950.0,FN,C5,,False,,,,,,1950.0,,
★ Shadow Daggers | Crimson Web,Shadow Case,Gold,3500.0,FN,BUFF,,False,,,,,,3500.0,,
★ Shadow Daggers | Damascus Steel,Spectrum Case,Gold,489.5,FN,BUFF,,False,,,,,,489.5,,
★ Shadow Daggers | Doppler,Spectrum 2 Case,Gold,947.47,FN,YOUPIN,,False,,,,,,947.47,,
★ Shadow Daggers | Fade,Shadow Case,Gold,1010.0,FN,BUFF,,False,,,,,,1010.0,,
★ Shadow Daggers | Forest DDPAT,Shadow Case,Gold,1231.02,FN,STEAM,,False,,,,,,1231.02,,
★ Shadow Daggers | Freehand,Operation Riptide Case,Gold,449.5,FN,YOUPIN,,False,,,,,,449.5,,
★ Shadow Daggers | Gamma Doppler,Operation Riptide Case,Gold,769.5,FN,BUFF,,False,,,,,,769.5,,
★ Shadow Daggers | Lore,Operation Riptide Case,Gold,955.5,FN,YOUPIN,,False,,,,,,955.5,,
★ Shadow Daggers | Marble Fade,Spectrum Case,Gold,726.5,FN,YOUPIN,,False,,,,,,726.5,,
★ Shadow Daggers | Night,Shadow Case,Gold,500.0,MW,YOUPIN,,False,,,,,,500.0,,
★ Shadow Daggers | Rust Coat,Spectrum Case,Gold,460.0,WW,BUFF,,False,,,,,,460.0,,
★ Shadow Daggers | Safari Mesh,Shadow Case,Gold,1230.53,FN,STEAM,,False,,,,,,1230.53,,
★ Shadow Daggers | Scorched,Shadow Case,Gold,2015.18,FN,STEAM,,False,,,,,,2015.18,,
★ Shadow Daggers | Slaughter,Shadow Case,Gold,776.5,FN,BUFF,,False,,,,,,776.5,,
★ Shadow Daggers | Stained,Shadow Case,Gold,1049.98,FN,YOUPIN,,False,,,,,,1049.98,,
★ Shadow Daggers | Tiger Tooth,Spectrum Case,Gold,569.0,FN,YOUPIN,,False,,,,,,569.0,,
★ Shadow Daggers | Ultraviolet,Spectrum Case,Gold,1800.0,FN,BUFF,,False,,,,,,1800.0,,
★ Shadow Daggers | Urban Masked,Shadow Case,Gold,1281.65,FN,STEAM,,False,,,,,,1281.65,,
★ Skeleton Knife | Blue Steel,Fracture Case,Gold,2550.0,FN,BUFF,,False,,,,,,2550.0,,
★ Skeleton Knife | Boreal Forest,Fracture Case,Gold,1976.0,FN,YOUPIN,,False,,,,,,1976.0,,
★ Skeleton Knife | Case Hardened,Fracture Case,Gold,4380.0,FN,YOUPIN,,False,,,,,,4380.0,,
★ Skeleton Knife | Crimson Web,Fracture Case,Gold,16000.0,FN,BUFF,,False,,,,,,16000.0,,
★ Skeleton Knife | Fade,Fracture Case,Gold,4748.5,FN,YOUPIN,,False,,,,,,4748.5,,
★ Skeleton Knife | Forest DDPAT,Fracture Case,Gold,2145.0,FN,C5,,False,,,,,,2145.0,,
★ Skeleton Knife | Night Stripe,Fracture Case,Gold,2800.0,FN,YOUPIN,,False,,,,,,2800.0,,
★ Skeleton Knife | Safari Mesh,Fracture Case,Gold,1632.15,FN,C5,,False,,,,,,1632.15,,
★ Skeleton Knife | Scorched,Fracture Case,Gold,2979.5,FN,BUFF,,False,,,,,,2979.5,,
★ Skeleton Knife | Slaughter,Fracture Case,Gold,3113.5,FN,YOUPIN,,False,,,,,,3113.5,,
★ Skeleton Knife | Stained,Fracture Case,Gold,2050.0,FN,YOUPIN,,False,,,,,,2050.0,,
★ Skeleton Knife | Urban Masked,Fracture Case,Gold,2700.0,FN,BUFF,,False,,,,,,2700.0,,
★ Specialist Gloves | Buckshot,Clutch Case,Gold,2850.0,FN,YOUPIN,,False,,,,,,2850.0,,
★ Specialist Gloves | Crimson Kimono,Glove Case,Gold,130000.0,FN,YOUPIN,,False,,,,,,130000.0,,
★ Specialist Gloves | Crimson Web,Clutch Case,Gold,13299.0,FN,YOUPIN,,False,,,,,,13299.0,,
★ Specialist Gloves | Emerald Web,Glove Case,Gold,88853.0,FN,C5,,False,,,,,,88853.0,,
★ Specialist Gloves | Fade,Clutch Case,Gold,19998.5,FN,BUFF,,False,,,,,,19998.5,,
★ Specialist Gloves | Field Agent,Operation Broken Fang Case,Gold,9650.0,FN,C5,,False,,,,,,9650.0,,
★ Specialist Gloves | Forest DDPAT,Operation Hydra Case,Gold,8888.0,FN,YOUPIN,,False,,,,,,8888.0,,
★ Specialist Gloves | Foundation,Operation Hydra Case,Gold,19999.0,FN,YOUPIN,,False,,,,,,19999.0,,
★ Specialist Gloves | Lt. Commander,Operation Broken Fang Case,Gold,7333.0,FN,YOUPIN,,False,,,,,,7333.0,,
★ Specialist Gloves | Marble Fade,Operation Broken Fang Case,Gold,16000.0,FN,YOUPIN,,False,,,,,,16000.0,,
★ Specialist Gloves | Mogul,Clutch Case,Gold,5200.0,FN,YOUPIN,,False,,,,,,5200.0,,
★ Specialist Gloves | Tiger Strike,Operation Broken Fang Case,Gold,11998.5,FN,YOUPIN,,False,,,,,,11998.5,,
★ Sport Gloves | Amphibious,Clutch Case,Gold,31000.0,FN,YOUPIN,,False,,,,,,31000.0,,
★ Sport Gloves | Arid,Operation Hydra Case,Gold,49999.0,FN,YOUPIN,,False,,,,,,49999.0,,
★ Sport Gloves | Big Game,Operation Broken Fang Case,Gold,8308.5,FN,C5,,False,,,,,,8308.5,,
★ Sport Gloves | Bronze Morph,Clutch Case,Gold,6200.0,FN,BUFF,,False,,,,,,6200.0,,
★ Sport Gloves | Hedge Maze,Operation Hydra Case,Gold,240000.0,FN,BUFF,,False,,,,,,240000.0,,
★ Sport Gloves | Nocts,Operation Broken Fang Case,Gold,26000.0,FN,BUFF,,False,,,,,,26000.0,,
★ Sport Gloves | Omega,Clutch Case,Gold,17399.0,FN,YOUPIN,,False,,,,,,17399.0,,
★ Sport Gloves | Pandora's Box,Operation Hydra Case,Gold,330000.0,FN,YOUPIN,,False,,,,,,330000.0,,
★ Sport Gloves | Scarlet Shamagh,Operation Broken Fang Case,Gold,11500.0,FN,YOUPIN,,False,,,,,,11500.0,,
★ Sport Gloves | Slingshot,Operation Broken Fang Case,Gold,30588.88,FN,C5,,False,,,,,,30588.88,,
★ Sport Gloves | Superconductor,Operation Hydra Case,Gold,125000.0,FN,YOUPIN,,False,,,,,,125000.0,,
★ Sport Gloves | Vice,Clutch Case,Gold,75000.0,FN,BUFF,,False,,,,,,75000.0,,
★ Stiletto Knife | Blue Steel,Horizon Case,Gold,2000.0,FN,BUFF,,False,,,,,,2000.0,,
★ Stiletto Knife | Boreal Forest,Horizon Case,Gold,2199.0,FN,BUFF,,False,,,,,,2199.0,,
★ Stiletto Knife | Case Hardened,Horizon Case,Gold,3900.0,FN,BUFF,,False,,,,,,3900.0,,
★ Stiletto Knife | Crimson Web,Horizon Case,Gold,9699.5,FN,BUFF,,False,,,,,,9699.5,,
★ Stiletto Knife | Damascus Steel,Prisma 2 Case,Gold,1300.0,FN,YOUPIN,,False,,,,,,1300.0,,
★ Stiletto Knife | Doppler,Prisma 2 Case,Gold,3229.5,FN,YOUPIN,,False,,,,,,3229.5,,
★ Stiletto Knife | Fade,Horizon Case,Gold,3070.0,FN,YOUPIN,,False,,,,,,3070.0,,
★ Stiletto Knife | Forest DDPAT,Horizon Case,Gold,1887.0,FN,YOUPIN,,False,,,,,,1887.0,,
★ Stiletto Knife | Marble Fade,Prisma 2 Case,Gold,2043.5,FN,YOUPIN,,False,,,,,,2043.5,,
★ Stiletto Knife | Night Stripe,Horizon Case,Gold,2850.0,FN,BUFF,,False,,,,,,2850.0,,
★ Stiletto Knife | Rust Coat,Prisma 2 Case,Gold,868.5,WW,YOUPIN,,False,,,,,,868.5,,
★ Stiletto Knife | Safari Mesh,Horizon Case,Gold,1666.0,FN,YOUPIN,,False,,,,,,1666.0,,
★ Stiletto Knife | Scorched,Horizon Case,Gold,1999.0,FN,YOUPIN,,False,,,,,,1999.0,,
★ Stiletto Knife | Slaughter,Horizon Case,Gold,2799.0,FN,BUFF,,False,,,,,,2799.0,,
★ Stiletto Knife | Stained,Horizon Case,Gold,1300.0,FN,BUFF,,False,,,,,,1300.0,,
★ Stiletto Knife | Stained,Danger Zone Case,Gold,1050.0,MW,YOUPIN,,False,,,,,,1050.0,,
★ Stiletto Knife | Tiger Tooth,Prisma Case,Gold,1842.5,FN,YOUPIN,,False,,,,,,1842.5,,
★ Stiletto Knife | Ultraviolet,Prisma 2 Case,Gold,4100.0,FN,YOUPIN,,False,,,,,,4100.0,,
★ Stiletto Knife | Urban Masked,Danger Zone Case,Gold,1900.0,FN,BUFF,,False,,,,,,1900.0,,
★ Survival Knife | Blue Steel,Fracture Case,Gold,999.0,FN,BUFF,,False,,,,,,999.0,,
★ Survival Knife | Boreal Forest,Fracture Case,Gold,888.0,FN,BUFF,,False,,,,,,888.0,,
★ Survival Knife | Case Hardened,Fracture Case,Gold,1684.5,FN,BUFF,,False,,,,,,1684.5,,
★ Survival Knife | Crimson Web,Fracture Case,Gold,5141.5,FN,BUFF,,False,,,,,,5141.5,,
★ Survival Knife | Fade,Fracture Case,Gold,1079.5,FN,BUFF,,False,,,,,,1079.5,,
★ Survival Knife | Forest DDPAT,Fracture Case,Gold,1079.0,FN,BUFF,,False,,,,,,1079.0,,
★ Survival Knife | Night Stripe,Fracture Case,Gold,1550.0,FN,YOUPIN,,False,,,,,,1550.0,,
★ Survival Knife | Safari Mesh,Fracture Case,Gold,987.99,FN,C5,,False,,,,,,987.99,,
★ Survival Knife | Scorched,Fracture Case,Gold,1100.0,FN,BUFF,,False,,,,,,1100.0,,
★ Survival Knife | Slaughter,Fracture Case,Gold,998.5,FN,YOUPIN,,False,,,,,,998.5,,
★ Survival Knife | Stained,Fracture Case,Gold,880.0,FN,C5,,False,,,,,,880.0,,
★ Survival Knife | Urban Masked,Fracture Case,Gold,1477.0,FN,C5,,False,,,,,,1477.0,,
★ Talon Knife | Blue Steel,Danger Zone Case,Gold,3750.0,FN,BUFF,,False,,,,,,3750.0,,
★ Talon Knife | Boreal Forest,Danger Zone Case,Gold,3486.5,FN,YOUPIN,,False,,,,,,3486.5,,
★ Talon Knife | Case Hardened,Danger Zone Case,Gold,7200.0,FN,YOUPIN,,False,,,,,,7200.0,,
★ Talon Knife | Crimson Web,Danger Zone Case,Gold,15000.0,FN,YOUPIN,,False,,,,,,15000.0,,
★ Talon Knife | Damascus Steel,Prisma Case,Gold,2200.0,FN,YOUPIN,,False,,,,,,2200.0,,
★ Talon Knife | Doppler,Prisma Case,Gold,5899.0,FN,BUFF,,False,,,,,,5899.0,,
★ Talon Knife | Doppler,Prisma Case,Gold,5987.0,MW,YOUPIN,,False,,,,,,5987.0,,
★ Talon Knife | Fade,Danger Zone Case,Gold,6200.0,FN,YOUPIN,,False,,,,,,6200.0,,
★ Talon Knife | Forest DDPAT,Danger Zone Case,Gold,3500.0,FN,BUFF,,False,,,,,,3500.0,,
★ Talon Knife | Marble Fade,Prisma Case,Gold,3850.0,FN,BUFF,,False,,,,,,3850.0,,
★ Talon Knife | Night Stripe,Danger Zone Case,Gold,4150.0,FN,YOUPIN,,False,,,,,,4150.0,,
★ Talon Knife | Rust Coat,Prisma 2 Case,Gold,1680.0,WW,YOUPIN,,False,,,,,,1680.0,,
★ Talon Knife | Safari Mesh,Danger Zone Case,Gold,3000.0,FN,BUFF,,False,,,,,,3000.0,,
★ Talon Knife | Scorched,Danger Zone Case,Gold,2400.0,FN,BUFF,,False,,,,,,2400.0,,
★ Talon Knife | Slaughter,Danger Zone Case,Gold,4850.0,FN,BUFF,,False,,,,,,4850.0,,
★ Talon Knife | Stained,Danger Zone Case,Gold,2550.0,FN,YOUPIN,,False,,,,,,2550.0,,
★ Talon Knife | Tiger Tooth,Prisma 2 Case,Gold,3242.53,FN,C5,,False,,,,,,3242.53,,
★ Talon Knife | Ultraviolet,Prisma 2 Case,Gold,7300.0,FN,YOUPIN,,False,,,,,,7300.0,,
★ Talon Knife | Urban Masked,Danger Zone Case,Gold,4852.5,FN,C5,,False,,,,,,4852.5,,
★ Ursus Knife | Blue Steel,Danger Zone Case,Gold,1199.0,FN,BUFF,,False,,,,,,1199.0,,
★ Ursus Knife | Boreal Forest,Danger Zone Case,Gold,879.5,FN,BUFF,,False,,,,,,879.5,,
★ Ursus Knife | Case Hardened,Danger Zone Case,Gold,2285.0,FN,YOUPIN,,False,,,,,,2285.0,,
★ Ursus Knife | Crimson Web,Danger Zone Case,Gold,6900.0,FN,BUFF,,False,,,,,,6900.0,,
★ Ursus Knife | Damascus Steel,Prisma 2 Case,Gold,675.0,FN,YOUPIN,,False,,,,,,675.0,,
★ Ursus Knife | Doppler,Prisma 2 Case,Gold,1840.0,FN,YOUPIN,,False,,,,,,1840.0,,
★ Ursus Knife | Fade,Danger Zone Case,Gold,1646.0,FN,YOUPIN,,False,,,,,,1646.0,,
★ Ursus Knife | Forest DDPAT,Danger Zone Case,Gold,1249.0,FN,BUFF,,False,,,,,,1249.0,,
★ Ursus Knife | Marble Fade,Prisma 2 Case,Gold,1220.0,FN,YOUPIN,,False,,,,,,1220.0,,
★ Ursus Knife | Night Stripe,Danger Zone Case,Gold,1673.28,FN,HALOSKINS,,False,,,,,,1673.28,,
★ Ursus Knife | Rust Coat,Prisma 2 Case,Gold,508.0,WW,YOUPIN,,False,,,,,,508.0,,
★ Ursus Knife | Safari Mesh,Danger Zone Case,Gold,1100.0,FN,C5,,False,,,,,,1100.0,,
★ Ursus Knife | Scorched,Danger Zone Case,Gold,1300.0,FN,BUFF,,False,,,,,,1300.0,,
★ Ursus Knife | Slaughter,Danger Zone Case,Gold,1387.0,FN,YOUPIN,,False,,,,,,1387.0,,
★ Ursus Knife | Stained,Danger Zone Case,Gold,900.0,FN,BUFF,,False,,,,,,900.0,,
★ Ursus Knife | Tiger Tooth,Prisma 2 Case,Gold,1065.0,FN,YOUPIN,,False,,,,,,1065.0,,
★ Ursus Knife | Ultraviolet,Prisma 2 Case,Gold,2800.0,FN,BUFF,,False,,,,,,2800.0,,
★ Ursus Knife | Urban Masked,Danger Zone Case,Gold,1920.0,FN,YOUPIN,,False,,,,,,1920.0,,
